2018-04-30 01:16:49	04d2572538d731ac0ff015e8ea0650bb:fbMJvfwRVa0IL3ut2PO9SkXZ5Rf6UcGi	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.43.118.29
2018-04-30 16:44:25	2dd51de2babe34c373a2f55e0a929505:rMocsDek5TwCKWYvzm6UoDkWD1PGKa0z	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:44:43	71922a12791cdf349a7f812130210299:UTfk031BOGkkfkb37hjLS5TxImqrlhEu	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:44:54	046cabb92306b7e64a48729cbe0178eb:E7oFydWEk2Tw9OdVgyNJ4v04K21v4cjJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:44:55	485e23d1e31033bf2fc52fdfa7ba027f:tIJPBDsRLZCbq9NbcwgrF7pRZjewtTol	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:44:56	2a14e6c0e1f5b30d8a799b3f5e33f27e:E0w26ETRjoiEQVpf68SDTQazlxijqb6M	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:45:02	7fa6df8c45442b810e9b4aa38816533c:UyKaOof6bJrRCtjZtRdbVzYVKKfKGCZs	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:45:23	8dd9bcd6c6584a589de57ef9132f458b:rsrugWw7UEjyN6d9L5ghSrEmeKhZeeF2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:45:27	9b5736e1e87803917e150715565bd51c:9g9tniTSc6qD2PCNo6jdvcnKukDxPAfm	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:45:31	e47c83204cc3dc01c16ad94618e1fb87:2t3IXqaki5PgkmB4d3fBuxITWOHhpX58	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:45:36	e89817913c0993b0b185b1f0e0dd31e0:rvUVo1QRXgKyuW9Oqp8dXgqzkyxJcAg1	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:45:41	133294f202477835a2ce30ae9f4b4863:Xp2znlVfWRo0PInUS2QxUnYpZ6dFHWvu	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:45:54	95a40e54d6b76a4da131696b9e5a9256:IdtNWqbsymMBQXZhbPPzMFatqE2vhXAd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 16:46:03	3534edc2b5a2798ddfaed7250fad870e:0mS7bbuGY3fkunV21FEMYSrWP9XWl9nO	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 16:46:05	16d2744c5761466a7c23606db320e190:pWm97zDO9TIkZgIyX0Hu3nJPQRSkaEgf	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:46:06	22fffafdd77ab8724f54613b54654ee2:mu8dzyABnGRocWsNeRG24SHCPt7FfbMr	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:46:29	3775412187e0119c5e805cf4e7f270f6:3LqE0z1LOQbh4Szmic5r7AJ9nzSh1gTz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:46:40	ea9354a8edc99dffc044f9b30e77c4e7:rnjzola1FhYR63FjuLns3zxcLNQzlQMh	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:46:48	f2c1eeaff6e04a009ce5ed739bb6b589:P2KPEQW6HfYu8bKXXuxCYPq0OEX0NLds	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:47:00	a194e235d1a4b5a2c08c0946aa008fd1:pPhhGaYYU24OPF1abzx9q0piFXaKdH05	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:47:06	d15d546793829064cf928154cfe52ff9:gnc90I92ViW7HvcqtdhokaA3bOSBsEAV	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:47:14	7bdd672c44faaae71d62498062b7e2fc:XyF4siMWvqyzNV6ZoakpjJsnCLRAxH7e	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:47:23	75add7364d69ec71a1835f79c71540f2:7ShMqH4bxgmgHTDnswzBgURdypuj2Q9Z	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:47:26	21de1bbb34ce0f9f03f7e1dc24eace99:7lmM2WNOSzr42ITqyDQzRhyEUD1vA3aA	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:47:29	4bc34a63b147bc0ac5c93d5bcd2f3cbf:wBXexk6SqrfhDjR9WbtRBgqrK5agjQyZ	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:47:31	f0e8017b124c1becf005f02d13f40cdc:0n5KXiXufAMClI5E3CgIpevaJXRU1rTS	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:47:49	7ec715eb9a0b7ae26b330a8570dfa360:0vL0Y9PnSyYpqYlas05qJABSwMeXeMPq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:47:52	a28b63b6de07ec02749298eada151fe5:nCVSS3MY2V9Lq8r520KOOj4lwxqS65GJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:47:57	7b385c3c2297e49d449056d82cbf8311:dNkJStEDZ3AbUAM0WyAuBooo3K2tMCOq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:47:57	e8cbba63cfd5d3e33f4a54b976401163:273LvJd3wrlWfs2utf8ZKExBIWw3Fz7E	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:48:26	997ea43810dcd2b1ef42b8f69565c93a:wBtYZjNW9HmkYnV8NTWVrc4rlRP3aace	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:48:35	ed4f65347d33776a246d752aaede9044:tyEXGnqQmR8FEHHQSORUtly0BcUuV16q	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:48:40	e7808725a24f091e1863ce863fe36b90:BmiscvKA7y05oXMdNFrnQk9WNq0a98cK	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:48:45	134769a46ac74f2d022ca5bbc84fec8c:TdRMtwzjCedmPE25spddeSqKf8Gkfjtw	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:48:46	552292cd59a87e4bfe194f436e65cc5b:7Gcg2ijWflMO4a5SM6DtyIM0pRaawT4s	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:48:58	ce0224e0b1998f68da0e86b226f53149:FdCAhBYl27I8hqbd7d7mIG2PS6Nh2YSW	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:49:17	8fa2ca6a77505ba92ffcec3e0c773298:lJ1BP6gt4uvn0Y1PDHtpetUB7rNgk1Y2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:49:21	ff3a0d39f4d8294acfe927a6dd8cb239:GUUF3luQ3ym4givlVTFV0erQP8dAtAz6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:49:32	b1c55d73df587a9e5223f622f6a02d6a:FtTDHdo2VR8ye0xakj2T0cRsgVCpFs6a	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:49:35	680bb924925528f3f5119e0ae671464f:Z7X1SMMVlT4QedPHz33JwpsIE8HVtl1U	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:49:48	c2535bce2159646d0abdf39659d23294:SxBB0xD2GI3ydIJAMA6wy50QI4qtC1JB	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:49:57	eed732b05c59433230af4ca7abee841f:afVzCuVxqy5V22oCEKKG85aE5Ws1oTT5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:50:03	de3947415841d0d9ae87a6772a8dfa98:BnqlmrUJPq9rkkS35E3KXfUHemnganLV	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:50:14	e23f97cc26cd2591baca2d09b202b608:qKXcgoNVLvmF9NtO93FuHtYHL3NKjk7V	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:50:17	bb1b16fa383e2280e92813952123b32c:6zr4Tm5YIySYP6BVCAfbO5a1SVmW4fcd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:50:28	61c9dc861872917eda96b1f193062e6e:XA2NJl1Yn527YfeYpK5GlzMjpssBFuK2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:50:42	f418ecb58288ed07d15335e6cfe899b2:0UXzMIDGFfTF5PV2nY1ontfjA2pPtULJ	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:50:43	0599e8f8fb36d75c0667fb10eb04e5e4:PvubbrmsvD6774NcLE2HkmJBazH2YrMQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:50:48	875846d190234b1cd51ed55020f48b2b:1ejfBquRwsJMchR9fZ2RXDj9CqLgc1F8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:50:55	596d4dfb8f4a6358280896efe6244b3b:un0n15aBme1WKbFI4XOS987Idu43KZGP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:51:21	02de6287c5eabad2c718176b4e0409af:l5XJq7KGMABz7GZQu5NgUk5SBChF7Ni2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:51:23	a37f4bd232943e6dd3bbeb7c6bfd5b23:5sME4GKRXzic8de74kjI79cKHt3ENhLN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:51:24	c32e290fa109d2db5dbd4b723eb956f9:T0poLGaGeb9UHPG6B22hZk78VPpGsk1q	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:51:48	79d4798af6a571f2aa9f00d031c4b076:V2QZGZBtIDK18rBb911JSpfXN05ivdsc	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:51:52	1b26fd48435306a5a35434cb542a65de:lU62aWsoDEk6gGAjlxsVlMIXpJEXrjcx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.81
2018-04-30 16:51:57	5f7e93417a18ecf49722513d6bd040ee:OTU0v7JJKyPZsyUltLRjmGHDLqk9gqV8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:52:03	5dee26f0d545e2853adc936eac40e20d:paXLy3MBO9k2MpvY65oiVcr6UPbjolL0	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:52:06	a75860f38b8d0ee47bace7587f45c2af:KDvCd2q34A7eG8uqIdBMrose0J5ylfOU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:52:07	80d3a526cb279d85f9e2862d593377ba:sJ9gsIgDXDrSrzbaq6XmqetW6UqiHMcU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:52:09	6cb7758e94db9a1a90d84e7de8b3322c:ZErlzYihuK5E0UyNGoN3H9pM0TQy99kQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:52:33	041914f0fd203765e7cb58184156bb06:j7YPaNQ8Q5VBZnxH63BGcDHRz6wunonn	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:52:38	7e067c03f76a7a4db2274a5b8bbf7c75:kf8ZkkTeMQ9zEExELkQR3xnhHNAjYeUS	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:52:45	0fd3e30f0cbfe2ba5c9f8ff978f5cd9b:JwTWGsXN6rhFHHMaiJbhfQGjQfMfGHJT	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:52:53	1b925f3a9290c04152b33282227671d9:KtetNpHsJ9Zib7TYX2EVV1jZXfTCknQ6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:53:00	48fb4a55fa3295fa8e0c79d5d1b32b0a:E22lZcLpncJqdslJiRkkY2H4S91lKxcA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.81
2018-04-30 16:53:10	37f2849b2c479a263a3bf672173b416f:VBfuAQ8XWR0lVqbb1qwvYlKuiiMt0PKL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:53:11	e372880732512532c1e81f42369af744:jByx6cjAuykTYZFLuTVktEliKRtRjsKa	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:53:18	7d07bb8f01716d1b03b6308218d29f0a:OYSNwrbOTQNQ6OB9xH7WIhLSkZTZ3fPl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:53:20	dbde6066235dbd9c3a0011436b15af8e:ww8IDB9NubmnNiIxxj9aYKmMetn4kXSW	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:53:21	154199ae1e3bde7f901a5064a5e5ec82:5wSbZhpMPPXp3xX11vkOzVFlwiOIatcX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 16:53:37	6a78c0a48830bc5a3cebe89c275cd853:yoMTh7VMPsxHHU2oJ0KPKYQrou0o4XAm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:53:45	1809604a25d19103345d7fdf188e492c:hmflLNNv1AKjfjzdDgNfu8mzyLX3br8k	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:53:48	3a957fcda1ad162bb3c934c679ebc699:MlXm7uIjjUanWf5FKqogjKnMEnz69Eln	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:53:50	998c42c81c3e5411987aea884157d02c:SsWFcB2wnS6gilsQhK4b30P0t0h7gmLe	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:53:59	eeb34bf82101c00b1d8ca8cf6cbf99d6:AQXwgOkqdeqShMCHat5okSHXfLtacQrX	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:54:21	3375f004bed85dc5fae07aa06a92ee27:V0sdQg7akLzGxahL8NzWEjoYPhbeRZWD	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:54:21	5de6945c7263f9b1d728abe7789216c3:EHBPv3lDDK9ZxCHTJT6TyVPz1tpxWsQZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:54:29	8f7201bcbfdae3c969b73bab5484a80c:2bor0rlcuGkXCEE4aOV3WjYq5dSiPXm9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:54:39	b1ee48c372b3a892ecb133bfe9ac10a3:ykPQVyWqLY0Kjtfvl9LrSHwYi4qIjFmm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 16:54:51	8b4fcc56b11fed66d38ce72635f68604:jQbwS6fPgrYzdjwGxrvcPdG0Iv1FouBy	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:54:53	d8087ee7660a16f9275cc1201d971b15:HL9CDDFtxAAOdnfN02dYqxtmrxK11Lmb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:54:57	1d3b27dbf183e926acb06b4d3c600ceb:vGQIASAC5yDZB7BjxWUb0QlR22ztrlW1	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:55:00	0784d4ccbf2a210e73a87e2cce8e143c:fgG2dReyJUhFiNcWsPk3ILCgziNRwowL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.81
2018-04-30 16:55:04	de340f59648d2186649128222b4d9801:zjQ5FFzu59OItiKmTOqNpXZ4rnCGANSq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:55:16	2b6719e2e044f38152f6d5b2696be3b4:Z93uczsOF5qBa7kxw3c5BiSOicj6M6PS	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:55:20	1bc4a26f98720be9cfde6771f130a0c4:Fzv5bDGND2thf4vsa5e7k8zW00m1c7EO	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:55:35	474ec0e2ab18bf5b810d9b22903b2385:UfHgXsetPlnkenz49FBZ4GjId30yq37G	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:55:36	70fa704dc838403a1e1120159e6a2891:ZQm1xtNRntYMYbQvRo2LROZdU38ww4im	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:55:43	47e17fe3d64fa6ef8df5538d2a917e83:ylS9vT7gOVKZ24KXJLUFmN0UAswXlC3a	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:55:46	7030bcd601a7999485449e296c1b6c68:e8wFRZ8vZs4OOluxvSSrPxR4Q6inrrGc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 16:55:48	5cf20043738c19c5c68143d92f06e057:yghXpI5JKOOmi05cmcgrZDAFrzxWzTRL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:56:07	5eb4348624063fae0bc0a22074e4a433:MWthflAkj4aryU7jYTdnxo2f0bwHCST7	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:56:09	f82d7fee984892f8537886928b557d44:BKJIRHpnnZB9knL5Fxo8LDUxZywSWJd3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:56:20	35f835b56f18a52009aead068c3a530b:ejwgMYQBOSOdhVcAkBzFQILaEBaVsJMs	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:56:27	4b796184719eda0c9604a8b197bb8950:bmrwCV6iWmnZbC6JJDg9WUHna47iusj2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 16:56:38	70ccec786295671dce0d40f91e48a56a:k7nzjwqtXavH7JqwVMvUnJrKxvzzBJdL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.206
2018-04-30 16:56:48	f532e8379ff20dc5787b2976640f4427:l8CFEs2Il3I3cYhjjCpq89un44QuS1qa	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:56:48	ea7eab54d4b7295a9cf9e186264a4f31:itU71SDZ8beuAsLlX3u8LVZ3ltCxJz9b	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:56:54	916139e59c791f2c2779369c90d18281:V0sTUevH492zXl5SvYNS0gnzFCUhYrfb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 16:56:57	51a733d5087bbd3bf0fb5f71da314a49:w2DVMl91zdodJa6Q4FiA8yUsysd7I2wT	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 16:57:16	6955197eab423793098e72994472b77a:Zyk1eJEQo1rDc6d6hkMhprmVUVuCxctR	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 16:57:16	275822d9e9307519942dde023bc1c93c:LFMmYzagtSZL59XH4rDSOHTSkl3qOAW6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:57:17	c32419036b9e61f55ae1bd431777c1f8:5FAIoysh3oU2UQdqJ1qW2vdEwQSv8fXH	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 16:57:17	dca651bd29d426961755c3c42a2ad839:iYHuj4rsEwZypXV61ikJl0YI9g9BrtDm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:57:22	86a5d8209bc45ebca282e6d25970cdb1:naV5v4kXsjkr5ZhuvVqzdqUjmCP0jMGa	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:57:27	2ef1c100630f7960ea4191c8e55ca989:96oSNX9HQVnnf5vsPFFODCnI1v4BE05B	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.198
2018-04-30 16:57:41	e7b1768976de8ee5822bd474b328611c:589RpJOJauCpM1JhY55N1L7wC1hvv7rG	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 16:57:51	cab8b918d93555ff4c3258e49fb9d367:YATaFoaIu8sHtGMi9wMgVyKZHU4QQ1tz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 16:57:51	be0b06c924c2a05e68072a7cc57acbe7:avmSJRrnfh74VTDi2QYmdTc5mZZdK43M	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.206
2018-04-30 16:57:53	272804e1e21f3afb946ad87f56cb08cb:jABERnRGrApdmKrQe6UFJJtEHaq6AU4E	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 16:57:58	4a09eedbe2fe1235c92b7ca328ef3ae4:lZmVBpoGxk1dFEaaKJkyQJdKMCpmoOaw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
