2018-04-29 00:00:52	10fdcf108845ff3cc6ecd7a6fd0993a2:3umvcvZRZyP0hrQJ38V0HJbIfCxaY4bX	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.240.192
2018-04-29 22:15:43	60173d9b3848fd5cc024c2c08a50c50c:BBikcvlT2V5PGphkPNbQcWf7V6aDJCAW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:15:45	142ccf8e900452949e589c2b10f2fe58:Fa2QVtofluH1eUTfkrjRiTLpKOu6bAFm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:16:34	5c503df967ecdf150a14cf4d2ff82f36:C72miYgpt64THK48qQbADFp4pCFmPE5B	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:16:50	33feb7214704c2494bd8ba6c39943727:SAt1PWfSsDoDAhTHQaSIXD1czVeqCh1L	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.227.125.107
2018-04-29 22:17:31	0e13ffa2586c0788b50fdbd073032ffe:fP8XXPSkauI26UhxKMrNQhY5PcQPBV0w	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:17:47	2b90f75eb9edfab5569a9db1fcd7266c:7BIvvbcT2wGnYHNYLyevyqnJRmvSLD1f	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:17:57	cf063e965f9a67534f036399bfa2898f:7CXl7Vh7H7EWaxx5rRpkqaAwqc3l1C5R	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:18:44	b7416e30c875f8b46485b0db6f1eb483:eikxzswFDE466isqQZk30F2jrKvvUEvm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:18:56	b97a8028acf121b620d8b41061a6cd0b:VXaa9ui45HVz5k6WJ9Ocv2wcR2ZLI4yW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:19:05	b4b894eacb8a07e82f097e0841be1bb4:ImfqFSITvmZcATHxGZjzskYwk8XxPXWB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.227.125.107
2018-04-29 22:19:13	421ffeff1392ce7ba188bfda38ac1d61:aWzHy3ANW17izpWOxIiTcevowpXeOeor	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:19:41	def5f16897159f347ad21487ae42e53e:OTedjFtY7PP3lppiEWFprVazBhINwr9M	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:19:51	1a6726830f465fa6b14f7fd6d3fa658d:Z82NGn5kzAC3bNPYBnpZVOeHiqDbg2uU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:20:15	839a69646640e7b6c90c9d3d356a6d32:rxLao44b73WJLk7bydZfSCHLLNwqbDSi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:20:30	444eb1bd707942ae2a97387c052497b3:oytrcs24Mf6iH4v0w0RbaR3kcLahP1jS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:21:06	3f3cb08690046b59eefed9f4528dc039:e1x4NWw6jHP2qr4fYUtvSav6W7Op4muz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:21:23	728824b05a8050a1f321f26afc9c0b07:IspojuPGudEyc0bbjLBq63578UyHot8K	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:21:33	ed70e927759734ec1337bd2bdbd8d1bd:LPicMM4xiOULUBUMAbzns0MeeGHNkonr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:21:59	34e3ceb40d7399e7d98017c94fe0ceea:Srm4l339mEYo6fWWtFEbEjKBoojmHoR4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:22:07	043a270ba0c783a3b71bf15c63b37502:DmIQtDRJQyiEJV8WnHrnFikduM4Q6itV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:22:36	ae3ae367d62fce78d688d96f6b2e51ec:W1oeu8jEidYtrerBDVqDVzbkjvsMDAhm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:22:56	271349e5d75098ffdaf8558f42a0f394:BGyg2ucy1zds2wvkqoaxEb73zB76sBsI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:23:03	55c546a4f8c545a92e397fc19a7039e6:zmAdLiIjtUxC9YJCfLcRqPR6DdzoEVZQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:23:08	073f4b0de0bc4292fceb6b07c234bea0:zAuQckBOSuy0AdHrnU1HbbVfobn1qEyB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:23:31	e174d288b8f28f08f93d143f758e17a9:xHRn8pCxBKbAdHxhMvGYYmzNobCD41zx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:23:45	d9c6e6942c900208afad0564449af3b9:KbEjUHeLNTafi73UrQyZKcvx04OOAZlB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:24:24	8657a7323e5ac9b3c15672e91494024f:wJ9eze9pfKrJKp3Cgq468gDuGXBJOcR7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:24:59	063b4bb1bc6d0ae190025a87fcb31fbc:Pa0LOzogEcLS1HuxhPRayri446KwmFjI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:25:06	7a0571345673eb0748eab32be327baca:cpRqd7dfa80CoP4NrGEHJfkN1PcHohVA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:25:44	69224afb8990ef5f2347ce242da00ac8:RfY2yb6eWB7pCJKRJeh8nCSlMtIwm3x2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:25:49	ca20dda480cde9d4e54b4e29cd579560:RwPdjjDqMoZoPCpyCWAsxMsNCRXnsXkt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:29:35	bd2f8455ac72c3fc21a240be5a81ffff:hicAJveJMxOJjXfmManwcb6j3GNR4gW4	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	39.10.228.208
2018-04-29 22:30:19	520a324b2ee526778fd97b75a2a49db5:xwsX6nrtGNgvRdzAJrOxDsPdhpYHrrxT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:32:37	9d400b99ab6ec8f2e2f1ba34f95e43bb:yKn5nhohDFgJHk5NhPsVjBypmmY2nwOQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:34:00	32723356dc8df04f04d1a7631de26a9a:MRb6LngfluMBUAMmkUqV4IDCfvp6ZmAA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:36:00	74cc0517cdb48a06d91db09159328bf6:pEwbiT1seYrwX6mbjouFlTrGUtxoeCBz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:36:32	83d64ad1117b8b4d69542f21b3b6e5c5:h760r06h2QGogDAUZPU0cu8WQPhoeWD4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:36:48	be037fc4038cbc5c68c1618ce7fd3567:gRqfm6Gcu5K886F66JzEprjaQ6QMhlSN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.227.125.107
2018-04-29 22:37:36	11e76475523d158fa5ed91e9c4c62eac:PHDhpn3vuPZV034Vnkq5NQSLg1CyDull	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:37:58	fbe15bb5389bff106df5ac1d3d178c06:2xbnHuTAOQRrSpBzfEGaSkMxuXYursFx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:38:45	f06b4467a29a906ab163a299dda75127:CKrBldDIKwBZPdyGRcLmLY6LauBi3nsl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:39:09	e56c371ec2c8fe1dff731f7d50d07a7b:4PDwRYiF80b38ESM4pNiB8JNrz18jtkx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:39:10	2b2bf490c7ab702a3a49e8b2c706dc38:To9nuRrFZIv9b68FxzWZdxFyRbpTjwlq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.227.125.107
2018-04-29 22:39:13	b8987096aff71e8a12dd5311877717f5:MRZBU0gft72b2DK70uIrqeqExaqUhMsh	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:39:25	3913300f379fb8aef59877e53a64b9f8:0fc2SsTyEuzDz3OJOng4pvkjFs2uOW50	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	150.117.246.184
2018-04-29 22:40:10	5a64ea7e304a447b94459e26a73cdf60:2Mv52a5erPK4NZYX8Z3abi13tEcR2ytH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 22:40:11	93c14a2f9805d9d7d5c95e1af55fa8b1:7rcGm0MHpEjjkEUadXaaSo402g9Xt9DT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:40:14	f2a6b5963a8bc68680dcde673e881d30:IT0hw4T2Aa9pVJ08DX0SMlOmhzec4Oo0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:40:14	ca9ba35e314165a1de1aa7c992d71059:bGh1jlwOxLwE6OkH9MdjN3dDqTKAvUqs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:40:51	2c0a17bbb24045e4f6b0c9fed0edacb5:cYA2Us5rfHOVrV3NuwXQTmpf1w0aiDGy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:41:27	8b04ef2849b731176929a2a0e1647134:rm4bufkVr4cFpUCqY8s2OnNgQgLd0fkz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.227.125.107
2018-04-29 22:41:33	cd461e24fae86b19c7e84827300a0f85:zBxU56fzvPftGWiBU6jq5NaU0Z2GIJyj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:42:03	17b86bec18c0e74f9c7205d55f56c4ae:w4aUccQntDJ6pUe2hogW8SZivMaexZnC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:42:17	d843f14f49f20561d4fe09eab2fb61b5:lQ0xT9j2JKO54ctRfjpvt5PukOynJlON	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:43:26	4b6a19e8b8e18aa3e86fd9d46175fa1d:tqvDWA7Z6ObuWSJ2XNBykn3HYbYi5Ttn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:44:23	d0ff402efd961852de5be1a6daff4696:j6wBNRQKoZ8rV8oUQ2oKkShoKze8zJFA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:44:32	f0b04fdd7f7ac5c5e2e40be0b65dcf1f:e1sXJpkhz74gm5nyz4jf40ZdrdGqzLRF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	219.71.210.171
2018-04-29 22:44:37	794e0df91e343e4d50b19172d8ad7be8:8yeuS9JVY8WEFTjW5wgmWl68vxUdFfge	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 22:44:55	e77c1c03757f0439f89ca1ae0ca15fde:LjIVht6uIfoGXvv06gXSLHMCpol9sqvo	Q1:提案名稱二：閒置空間_空宅空間改造,;	116.59.208.71
2018-04-29 22:45:41	15b9f69a9195db367975bfb08e513db4:5FEIOnFQuoeHjvrPa5hVsNt3tPiBm9cG	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 22:45:53	d6b22c506de2c165775ecf1444b30dce:fm2RYSfMvQNXGh9DHM0Y4cBr3OG9FVfJ	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-29 22:46:57	a6a60dfb7f73a01d363dcc9b2f0d8daa:abKOfpKOp2mAulrRhrRHFt8fBdX1nO4u	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-29 22:47:03	84593b4fd59223f41d69ba017c1df364:xDlUlshnWAomCcr2jL7VeoOEwlCO9bQR	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 22:48:03	d21b7d1ba569ee58cd6cb73ed01f56eb:2nfCHQUbCVTSx40U2eLwX2blBmT6ZXqr	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 22:48:12	60183e1f48b14d561d8972e1c7c4b896:vHvljac3817Ai1k1E3vAsth1OjdMt1s9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:48:13	65ab1bb0064cfc82a3548f9a567c8548:qoM7qjGM3EcEWX1uCTZnvhL92SsurEdh	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-29 22:49:11	b1e04083c5cc35e3f4f8c805b3a4c8c3:wG95C8DIDKv4anPbUx2PK9NHP8JHLiS6	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 22:50:33	2355576e4e8bd34831f122f7234c6d1c:WMo24PBwnf2Mm1yDxmhHL6AQUwh7ApF5	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 22:51:25	423eaaf41ec7680e56760b5101fe8a30:vYUqjgrVCTWkD71h00OuLzhU8X84hB4R	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:51:38	a14a608d4a9debfaa71b87a1c6e50c5b:mbmsiPr3zBHLaZ68A8OXrFA3cccMRe75	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 22:52:39	2ff7fe13847c31466a28969ae7143d53:EIu9JBAQTVTpxZcEG6G7kO1eOOGVZwh9	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 22:52:43	61c7a4df8848521c6c2cb86357a0450b:c7qR4gwcBlIacC1OPNRlHPa8uyvSEX8t	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 22:56:26	847a32489933af142c62ed48e835e885:2EJEplO0Pz3qJf1MRYMzIg4QRSBdHKHt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:57:31	2682ee2e26512d2fc9a22ef7aa4fab87:0bLkYWoJKBiIhjuXrtqKCZ6wIF6aEaRO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:58:24	8e11516df0bbb775ea404c4a3e1a2978:zAAf0uqalNDfUcJGBOql1JcP1ZzqcIPk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	116.59.208.71
2018-04-29 22:58:51	33aa0227ccf4e76f6ed739ca2ffe1aba:fXVJ2LMNh42DQUadKwhqqJVo6RPszyLO	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 22:58:54	2a190ee2c6d25a868e9fa28b4b6f7bb0:A7OVmvG7y0Qn4rvmrAaMPGelbHbsK1tu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:59:23	8df661efb1650c66e0908840b9431ae7:UxRWacnTLjzkngdiwq58L6ZltvzHdqrD	Q1:提案名稱二：閒置空間_空宅空間改造,;	116.59.208.71
2018-04-29 22:59:48	71e80a46f3c9fa207fff9838e20b0135:4WxODFWDtldDHciFmDOzY2AL2ReFg0xO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 22:59:49	7cb1e6a4344834ea5a9970110dee83c9:LVWK0Q2bXvc1rFTTQRSSFN6Upt8roj7h	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-29 23:00:15	5573c7891e5e46247c2dd63a3ccf5a62:gUkX45UtF8nSkuoPV30q4OuLlao5vOQ3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 23:00:36	2b1ac1af4e4777f2358c590fa1a3a52f:6ACCYie8NB9rYBj25j2SO6ipVlGLxxFx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 23:00:41	bf74ae3fdc26928f28733b49d815641c:ifrEcoVLhTEinrSs3aFz1juQeTie8ymX	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	116.59.208.71
2018-04-29 23:01:18	6fac5f98f6eec7d8b137904b7e55f1ff:Y0AN82WXGLqnIdaZgwKWNpv6QluUrs9k	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
