2018-04-28 00:00:24	8de4132013aabbb09785a0843569e665:VAba9XdaWJLVJNpnqJrITt2GEBhYt2AI	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	61.228.14.25
2018-04-28 19:37:15	4a67bc00e6f28aefb68c1b55a5ea177c:45hedJBUNGUBjKmqd3aauD6a8czqsSSl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 19:37:40	2f71f62b647b7f0f301c6cffee227a01:GLa6TZosCwcBH37ilGBRSZWsbAmsCKeT	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:38:41	a65562096f84239757765efb055af69b:Qa0d9FJcB9sSL41KJJEWh8BZlHDI2Gpw	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:38:53	51abbcbe336e69685831d8dd979d5026:RB7FSaMyYPtTRSKp2L1f2ZR9tCHHuZhL	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	1.200.195.166
2018-04-28 19:39:29	2814774c39f2068b235e41aae226cc81:pZpPh3op5f7u40a1zyzmmexUVbcry62E	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:40:49	9ad22f328e2df03566a35e7c9971c134:HTLZWUWjpCYIKk3Mj1FEJjhrQGQou7a9	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	1.200.195.166
2018-04-28 19:41:36	efdffd5a50b5523feffb08071d6372bf:YW2VrKB3mmKTZEK11Dmi423ErTFa6lgX	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:42:04	a0a97ce134174434b731af3562734209:cOOPhGMCMZ0ipevAhmZyBi6g1YrrP4s0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 19:42:17	2f5b7a95bd2eeae43dcf40dd128fc91a:65169e3rBbT1xraXWYaN9839WmbnmARA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:42:53	e1109c92adb7b4b50611fba133ffc192:uIGNb2SWHeZlSfvqQW26j9ProVACGJPP	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:43:49	551ede5823ed65bf27fc7a550c3846d5:FE725dLFV0YH937et5KWegQuYGYrC39S	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:43:54	daf416b26259646cabec8bb0dc74c5c8:cz57K9GxVLZy1JghuXAad8sFNNE6jnrT	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 19:44:56	efe38dbde5bcf073dd48767e5bbf9984:HpyfyhgVBRUHy9QYXO7ETSARWUgGHAp4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:45:07	8dd9fe222b22c10a616d2919f2bcbcf3:BzmMw3FTctpqG6oB4RyVJ7xtY34OlXRs	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 19:45:44	0f20b42a64e9362c36d2b5ad84fad64a:moHHgtomqPWbJQghBPXSoLYYsa5bBBKO	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:46:11	9dae2d02f5136862801f84431810ecca:dFOS0JKAnp21OOV211RO4aolWhzBY5cc	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,風華再現通化商圈	,;	1.200.195.166
2018-04-28 19:46:52	fea8649e86e75eaefcdb691018949e04:ukhkalpochSdIbarNMQPmVWRFAzjbx7E	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:47:43	f0c3b888ceeb10f4393bc73df8ed7c2d:ZTuAZhItjT1DwxtTGOlNqOMVvAAf8UTA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:47:52	dde7dd234f04aaf510c80db6f137897c:Vh8YduPKpPXEPfVABxLaZM9hhKaWIVNK	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	111.241.56.160
2018-04-28 19:48:23	02d2ab7b931fade8f01c4d7288fa20d7:frxk1PDQFwgwtpnfVEz1k43yspOV7Ppp	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 19:48:27	4e677840c63cce97e65c419ad67492ac:c4BbORzJXWOfi671EFIWCTQOV0wMzZN5	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:49:06	b87ab4111fbcfc06ef725d8aab97a0ee:G7j2ViHMiRgEgsAGCdBTIti57KuCZDNk	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:49:53	73dc8daeee53c4f886c161d7a7c57c76:IKVeAFsTSsAOOhB20BAfD6LAQWwHJpuB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:50:32	b7f1f54ceab69c09a5c9de382234a00c:LC69pfu4NWZLRdF7yNsO8cgGuNBp4TFI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:51:14	b420ed188a7f8c8c79d88d47bc27ee49:OssCcjHGACIXKMFQsgqjSfkmzurZQt6n	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:51:15	aeae43779c86ede0534ddee73b04aec2:6nnAY1sMQpNWLCz2bN0mluneeLAzDXYy	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,風華再現通化商圈	,;	1.200.195.166
2018-04-28 19:52:01	32ea18854287d0659bda5153af72d5e2:6LJ9T1kMyignmX3vIRkdM4JUsblgl1T0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:52:24	166c6fd6545bacbf94a835afd0364d8b:9ltPVv4D5H22PwJAB5XLCJeSSfkocpkO	Q1:安養平民化	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	1.200.195.166
2018-04-28 19:52:54	b3b258358b4f2beac7fff8de1bf1d8ec:A9Dfi39l2rFrcEUtTzrT8SPaoj1YUiUg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:53:33	f63ac9a48b069c825f2310b2395c4270:bXxiaywVSjmocejxRuernuJimdsVp137	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:53:36	5055626f8d6b2dd60aba293b1ebf6c8a:XdVNfJhZRhktV30UU51JDL0gRxMUnccm	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:54:05	3b701f55472e8e140fd52b39c0b02df8:XSbEotruKOmzbPNj64LQ1gjcJbl26Xrc	Q1:與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	1.169.31.102
2018-04-28 19:54:18	e80d5e6086c6de0b8ec921b2b8a75000:Df6Kw1h5HqiC8G9rRIWbdzINTDBdAeau	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:55:35	8ec95fad45d24487b2753188698235a3:OQ5aumn7bd5ipcEQTyX65Ldp7ZSvgCKU	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:56:30	70d171f1d458f36efe3012d91269a54d:e2ckgTB1vNn7mG2aM2eJcpzrItJ1Esff	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 19:57:18	881c19661d075093e4743047b89bf0e9:4tH3kAkbUsFSeGJzznvEFjfrPjn2iifw	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 20:08:24	38c5cd42eb34d463a7278666591fbdb3:MvGZjyqKCSfYXCbFixhrYcGQFLs3UGbm	Q1:與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	1.200.195.166
2018-04-28 20:10:28	271256f5c14e5f3bcdf4acd98cd250a8:62OPbezx9wMXY1yhKT3dNFbzhBH7Bbmr	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,;	1.200.195.166
2018-04-28 20:12:11	1f56c373b2537f5af71b42640ca74b41:sKwvoqo9jr1GQ0GqbNozUY4QU2BB8T4C	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 20:13:57	3b115079256e372edead085ffac1c16c:HpyVWjUdtcQEUGEwWRB0HhCWBO28H9sG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 20:15:30	3d2dc81962794eaa3a41270994cbcf9e:0MrYjYuTKQI8nzipgiEELJaXjsB33kPI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 20:16:39	7edf1012a11b7831cc5b6f0367cb5592:zhI3rpsoW8Kgdt43oHI0YivRr6hNCqtn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 20:18:08	790d26490fd6751823f10357abdae276:XpVNDLgFI8UhP0wI1Xbbjp0CH4bghBnG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 20:20:23	c28133a2eb4c1c9d177748598bd75b8a:zAq0IXo2NQr2FE2uwn9O4nuDfDR7N43Y	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,風華再現通化商圈	,;	1.200.195.166
2018-04-28 20:22:20	24abdfac5a43f70df0de219f40267942:3OpasmsZede1m6YpO8lY0pJ7w17EV6sx	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	1.200.195.166
2018-04-28 20:23:53	23ce20fedb874b04c4d9b5931030a8d6:DdiGIiyTzheQQ282SgE8R6QX8Kx8bfK0	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,風華再現通化商圈	,;	1.200.195.166
2018-04-28 20:25:01	c6130b380d06d1ef97d18fc6398df2fe:N49rq44bDweSauqQkHdHyYkYCg0gpB87	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 20:26:10	9af63dc9dea5306b3b59ede749ae5d9e:Vef79guBsvoNjpUTxtSVfKQTUuQZQfH4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	61.230.153.72
2018-04-28 20:26:40	d9bbe22e80a2e0cb20ce4f3a6452aa96:97Mv3u6z8Le3Yseg88dc0SjPDMrLPG94	Q1:安養平民化	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	1.200.195.166
2018-04-28 20:27:45	d7b1f548ca664d2cb1e6cc2b020ae602:Lytql3PU1VjoLklF4ap48EQia3c82bno	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	61.230.153.72
2018-04-28 20:28:53	5e9540458f3978cf74f35f65bd8e7a8d:ZUGvasNNQHA8X4a6KBjOCSG658CZnNGG	Q1:綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	1.200.195.166
2018-04-28 20:29:21	5802c81e41e47b960e373ada95d0e151:dXAn4sZ2QNqljDS2D0LvdbQV7rQONtCi	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 20:32:57	70bd77ed46dafc48255b4eefbd52983c:9btxPFbq4JmKVFcoMrtNQRXvvLrsxL6f	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 20:34:21	509b9f81c110d09286e174d05500a8f2:eOpRbmMkHH9c8b7Qr9SL3Qujm6qXZxXS	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 20:35:52	69a3d63cef7ec05d1b53c011711112c5:lbWyodDH8B6IqsmTIWuJ3FKF9DQneoSC	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	1.200.195.166
2018-04-28 20:37:14	9372b622741f749753ba74e5ae01d252:L7XkuBXSSn3Z5q5U6s05uAIp3HkjPo3a	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	1.200.195.166
2018-04-28 20:38:41	23bb288b955bffdbf1dbcdd3c3efea9a:dsVL4qnpFjllEyBU8ErMK7mpFfAv5uTb	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	1.200.195.166
2018-04-28 20:48:51	36c952daa03598f33a989c1bb193acad:GMv0Lh8LVdD6BWFOQ7guM9MPBY0krKOO	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	58.114.176.14
2018-04-28 21:35:08	4535c6b5e88cf7fcf2ac97745f85239b:iqxSjvui9toIN3nWNSacxWrrrZSZKXTK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.140.222.96
2018-04-28 22:31:56	f4752cafbf3492b4511cb8768c218244:EJtU3xhQP4NaGq2SOk5qzccW2LuywibU	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	180.217.165.115
2018-04-28 22:33:48	2d3e416fdee5f9b4c44b094ee90946f7:AlZBUkgDlJq56r9vB8uPengzVRBJHqGy	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	220.132.188.29
2018-04-28 22:34:08	03aabf0e4b3ea025f1553484b4266be3:qdO8M1qLsrctlEoNJhXBxq3yhLifFhwi	Q1:米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 22:35:10	53d14c85131757789c09ff2ea4359f9b:LYge6LiOOvt7bsHsnrooIp5Lfq23HkAG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	180.217.165.115
2018-04-28 22:36:23	763424dc896ee2a90833360c0fa97351:iivxt05AxkWW7NbTY12gsxKU6F54Fhad	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	180.217.165.115
2018-04-28 22:37:51	388ccbf7c9107025ab8ed0a2f787fa9e:H1IB1INnFbi0G4iQDpmsm4wvwE32bi43	Q1:安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 22:38:20	044037af837477cb5b75d854fa1db245:rhl3IvetiHXZMLkoDIgwmNlY47QSoahH	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	1.200.195.166
2018-04-28 22:38:59	c2d83e345f5fc27e678b25a401ef2067:N1MY4NNtOgfVRq3mQ9Or8OZucOUWeUv4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	1.200.195.166
2018-04-28 22:39:43	4dc43e0ba92825f4c3eaa53466b5e83b:FwKLjMPMKKtsusxaS1YCqRlAhAyxYQdD	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	1.200.195.166
2018-04-28 22:40:22	5f83a37aa1dba6def5888b88c30f8641:U69NRx0LIYB0v1VlaNqkDSVI7JdxgDeC	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:40:58	de47be9a1f818455947c839949a1247a:AgGqssJuxOMrIcr1iOYCAIyJ2gllCZ5n	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:41:36	79b161381e6036c2b6b060ae7bb33a07:USZmkPPyqzsOAs2KNYxzjp0u2AXjqtkd	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:42:14	aca743d314d9c32356463bb86c99803b:D9nxWcjCY7asqnZqciZCEI1BixNFT6gX	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:42:58	e2de0c1c2e6457c6efe5e530e8dbcc00:R9mKIcA2RDZ1z1BxcHwRLljW9KwTeIOM	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:43:36	4c0a6a4163600b4ee03ad71f81b8f403:pBg5H8CDq2TbcHHx0ymna4a3pURm0OlM	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:44:19	cdfb386ddb99661964a353408581a97e:ZLdyNBdk8UjcvjoMIiL4WTzrZs1Wntm0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:45:08	fcb3f6c87ff3a23b02df11056cf9a07e:UU44x0tYNrW4nhbrPKRr6rC5DdWWMkaf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:46:01	57df5bc996c15dc1f12e5d3c57154dc2:D6Fg78kruDCdIPyAJkybyyHADcIMx7GO	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	1.200.195.166
2018-04-28 22:46:51	921845d9efc9ec3fd6c02a805f23ad15:om22EICZ5W2AMyJC6TpElGQHBcry0RGQ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:47:34	1d87620f3c36d8ae6867194329b52f70:ddtrt23W4nzdpViqUHLOmzUnGotwLaRW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:48:13	523b69a1acef287693d0532fa83aec6f:VMkH2tPDZzYEezwSbGQVJMd82TpsOCEK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:49:10	d17901c85fd88fe1dfc51ede1af3ca35:SWpFmyaD9Cdrk4BSB0kOT4BybNHsfktB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:50:10	2389943eaa1086781e887265b85ce552:1pc2nTbboosn7PsnALvLtV0isX4vCQW1	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:52:46	1d86a499d1a952587b962a630840ff51:zFWikQWYpZ61ExGZFvfyBN49OXdaFD93	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	1.200.195.166
2018-04-28 22:53:29	8019ae8a5ecf3db82dcea31534ba3bfc:9oLdcAeM4EuSovnj5UWiB00N5zcM5RXB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:54:26	55447188b17def81127e75690ce1f5a1:wy9KYfL9nrEFiHGZaSpaXgssM3EKdCZx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	1.200.195.166
2018-04-28 22:55:03	733b82fc103286b3cbb1dadf1cc4271a:4EJqfW2hUKcSpBGdEpgGA9LWmR3NPfpy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	1.200.195.166
2018-04-28 22:56:06	b7195fb4e694e2a4325326be55315cb2:2E8aNAsdu6oocmGoEiX9Z3GQ6MdLlxat	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	1.200.195.166
2018-04-28 23:00:14	4d7452041982498c6cf497f8883b0113:gTkh4wat3pNrTRTnQm6unkYYhDpV4i0u	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 23:01:01	e2b846effe44f214b825178da64a4ef4:JOLBxl0GWMnyPiEs665lLemlpkqdkBBY	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 23:02:45	414ad3f22be9ec8ba663d80522f4412c:vFE3H2nghsvAe1n2CIGYVpq9ZImnfiPw	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
