2018-04-30 00:12:40	b1bc610795a33252ca307ae3e5e34258:gFqyOGdOER18ULQwFvYF6Q6mZrzhVUb1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	36.231.97.60
2018-04-30 16:06:18	43f83a0abc5a7fc6e92c53b0f373c4e8:xzuE33OjsDmKuQnYmSYuTg44ubgiJyPh	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.17
2018-04-30 16:06:23	09414df253b12ff00d74142dc8244985:UwI7HFtFpFLrsEYkgMDwMMN2ri14ReQ5	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:06:28	94ee6be695cf76d00a5aae94c5655a54:rc4gSZo3awv0FIIOQNKs5io7caqPTqNG	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	223.137.7.31
2018-04-30 16:06:39	111ae0a43951bc57e0cd2224fcc061f7:07LcTHuAjfno4WOgeQ6XECzHtVq6rG70	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:06:46	4b27d09c2d8f4482ed16845df6b71331:e1LMgOFrZa3aWZSVvjFZNZFgY5usSL1I	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:06:49	9faf0a7f33f5ba8602ad53c7797a5e48:9ZUCD0oACmupik58bQEdm2NYstdtfo2x	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 16:07:17	6119baace520ebd7f9505eae7193af7f:F3a80Wik2Wj0ILeUoVeakyZ16hdT79D6	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	101.139.188.74
2018-04-30 16:07:20	dfe49052b1ec240eb2b42ccaad2a5ac1:EdDTQ2OsA09hXYTou8BadJtEaMNO4btn	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:07:31	59be410d8cc7082dd3fb7034d733eeb2:IBnXb69ckjoxrtveP5NleJDKuutBoOOl	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	223.137.7.31
2018-04-30 16:07:42	2aa9982e60034d51d9126e7f29c76d56:vMt9fzC1rUSehuo8sIzmK93HAfCX9BWI	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 16:07:48	9f15989043af2a5a36148d4763dc9c73:DxXY0kW9apardNfK7NUwb76ZNUEUziHT	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.17
2018-04-30 16:07:53	413fa689a0e6ebcdda4cc0ae8247261b:IVnazbme9zQ1dJkqRryJgHY17t9xcSoc	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:08:24	8f105addde0f599fb103e6a3bb1bbf09:e9uro1cJWcfhnnOXAvOaAPg9fXnTFk3d	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:08:30	60a8e74d26bcc70ca2ec2e5d99df2a90:WRQcqx7yFJHK4m49J71dSijrARmWQjUs	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:08:34	2e84dd8bc9c35ca2768e7ac2a5f35195:vKMBkxvlgltzxuCyVMeYgOHnZtCoEHpO	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 16:08:35	9ae473ed89a3b4689f71f0b1b126b58e:wYMCvkNdc0ies31mvyxzfKuJ5hVjThdf	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.17
2018-04-30 16:08:41	f26b3c71bea7ca60baa84c3f682c3001:fDECYkqqIltYh2G5BhrucG4aDPUeVDJ1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	58.114.214.141
2018-04-30 16:08:47	aeb503853af80df2372d80c97df029c4:zPVZrFs22NV1tGe4g1rAg1kJd5Z7fQtq	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	223.137.7.31
2018-04-30 16:08:50	514877490428363d51e81973e522359a:yGyMyOfi8T2D80pq27ERqxMxoxiHlp3E	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:09:05	59d5d9fc7ee0ef95a389d901912f44bb:MOwvQvtH86wdKmOCjNhcT3cnoiZ1PuG9	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:09:11	e8a5a239f7df9638fac0d16ca9393e24:JqNQ5hKm1COPwmHsVkAEoftS0XflKixS	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	101.139.188.74
2018-04-30 16:09:22	799ec2e5041971f6bd37356efccd126e:q5zUdiYwzAFAukSNlU2GLPPS39is4kJ1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:09:28	a67a22f9a1ac7c5b352e9e3cc8b27809:tArOpgzj8rUAuAlbIZGCMVcObN3pDVLc	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	118.233.155.135
2018-04-30 16:09:51	1c29ea83dae8e9cb89ad2625e4fd9c99:UtZ93aQmIGmtWjQ2ecJizOCEC6xCWhmU	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.17
2018-04-30 16:09:53	7b8ae32c8da3ae27ea583b6175b45684:GSQJt6m5JFg5hXld8MvKj8IjhuNCAlWu	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:10:03	d625c582bf4bb40ef70626be90889074:vPpjhEIMyRi8KnqaMW1suxVZIInFA4Wg	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	223.137.7.31
2018-04-30 16:10:21	0adc133b5c504ee103608a9f5451932d:RaxvwQtSnMdt8JJxGZHCfR5hKtkz967V	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:10:35	eb9a4944a071635017d9b727fb4af11a:3fcJzlpCd8MHJTDtAUILUi3aDIe91kGQ	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	172.29.144.204
2018-04-30 16:10:34	86a785088a911c1ab922ea5089ca45b5:ZFuL7leTElvrr6pmpVcYs6h8GYn2Rfji	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	101.139.188.74
2018-04-30 16:10:41	582fcf91540e4202dcb326c86844091a:EIFZ4ydLzXylgSEJT17epAdPkCXu4pg3	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:10:49	d8eaf73da0a801331f57801c0df99ffb:iCQr4FQRJMOdOHIjLbTjYI0GnM6TXgmB	Q1:呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	10.254.248.218
2018-04-30 16:10:57	2e5faf5f69ac9cd5b2be465cd0c4295b:vPJU728DKTwY35nX3qRnHD0h01rku1ye	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:10:58	e4d7093b68a086a07b002d25f857c6a3:ng35yfk3Az6OOxRlv8mmScV2btPAorbf	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	118.233.155.135
2018-04-30 16:11:09	3aa61fa903984e7ce6954e26fdaeb388:bDHqYtbkOpNOcnzuG8YqxNtWBo1onrnu	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:11:11	7efe05e4616e394510282c9de405e8c6:52A2fV5iXk82m4yBPf22iiKd1TAYNsnO	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 16:11:23	c19c3af3f947332207a508b450d8422a:8tIN06HBBUddJHGqvj2UtxwNsj5BgFK8	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	223.137.7.31
2018-04-30 16:11:33	5d711948c3e46049b41d5e45a067a912:O7VKT79nsKyPQyQTD44Xl7VsWqL5wpS3	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:11:41	b3d6fe34199cd9758eec54df6293aea1:PRRSubSUVmtrw8M7aIdhk9geNmHTM3Pm	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:11:55	f60ca6782b9b6d87b9dc3e395f5952f0:HBFfL7PnScdNSbvXQNf2GEouku2t8kS6	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 16:12:05	c405f35f7206a755cf5acbb2e66824ed:eUNEiKFqI4mOffKX0ermCb8wGNb0rX4U	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:12:11	4d9bc923b1c4f02a3d8f745f921cc24c:lcrqtGaUUwKJxuSpcbrc4zzeW2oKK1pn	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	58.114.214.141
2018-04-30 16:12:12	af7249339cdc393281098b7f1dcfde56:uWtxLkwX5l7NPMFTiiRY7dt7FfN3MVCo	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	101.139.188.74
2018-04-30 16:12:15	20c5aad8da3d581835eff9a52ed98b19:33eYvke3yUypW3VrboldPddwtqqGqHhn	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:12:22	1aa3edb8f9a3e93e0a891e83a3e3409a:h8mpU1M4x7NmdZsJnAUzmMCS06MGp8KT	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	118.233.155.135
2018-04-30 16:12:30	edae3423bf33fb6fa1377f92869bd543:YFtYfxKdsDP0fhpR1iZjOwpSzMo29PBV	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:12:49	80b3c43fadb07999ccafc42b08aac80c:vRZ2AhJzkOOlTan7NRVI7FEQCEuWY1y1	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 16:12:53	3ba30953715ab14a127cbe772d530b12:zEMjrvzDb8v05hWznnOrxS5GpgBJgzfl	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:12:54	014b3959566ac994a31846a68bfe23e2:H3WLXADbB5A5vXbp788YAnihCyy4DZ4J	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.17
2018-04-30 16:13:00	5b286e8be0ef657639718c64ca56ffea:Y41gg2YOWgneAV8IYKkKAKNgwFcPkoKU	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:13:20	24e2bf41daa0cce7476eff3aa4ae7df5:0x9TAJ1581NcfzGRcV55KgKULkcC5QWA	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	223.136.108.228
2018-04-30 16:13:24	29dba71f28eeb207f78409e84302d3a3:OrloIz6c4laZBzC8S1ZpVYtw2B5q2PPB	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	223.137.7.31
2018-04-30 16:13:24	63fc2ee4d0e369f48947ed556a727826:AJe0uTjrEocWCith5Zawk3HYqw4gp5c5	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:13:41	55bfae1a181fb457a6c8363e6ed13cc7:KVyAWdDBl7sVLJfbbf4JIXtqK8WuKIHS	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:13:57	2b3133735a0a85f13f5fa7e50b100f33:9QWtShXo5ozcQFdBRSLtmJZGfRNgf5Ag	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	101.139.188.74
2018-04-30 16:13:59	2db5f578ab945de05bb27e3e3a8911d3:AB2i0cgtcRJRSXlpB54qrrALB4NMx8Go	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.17
2018-04-30 16:14:01	2de277806dad575ea896fccaadee73d4:2NTxS3FqiUuJovMx50QTMsUxPwQC1UWb	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	118.233.155.135
2018-04-30 16:14:15	19fabe1b88e66158591a1b3ac4a58f6a:ueSHA0JMYuDVmJ28Kt8E86nQA2TC08E0	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:14:15	f1f9c25959b8ff9cdbe527968d3d8084:dWy229LUzrSsVgs7aLeVLHsa4qvAv0bP	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:14:39	92bbad060eba7780be9f090b2fff0084:1cOOC8cPvl7Wz7GSDxhBbMPFUXVHJSvT	Q1:閃亮文山．越夜越美麗	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	58.114.214.141
2018-04-30 16:14:44	c5ca7a59554466e1422dd1b5f6211421:1IJJHryitdeKfQmQENajOyCsHNfX83GE	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:14:45	3491e0760ebce3db4bc8f93712e5a8ad:QbQh1zJTi57WNXSE8qDUl9ACVTPrVJCB	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.17
2018-04-30 16:14:52	7e6d7fafb4c6147a086e2fd7285c1688:m57GHloHiITPekknz7iaLskUI1b6UY1M	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:15:00	d738b8eddbb756bb628a8e26e8263d0b:Ffc4V52IxFIWfkXzNIRAMIBMbSOWK7w5	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	223.137.7.31
2018-04-30 16:15:32	79330906db7d47971ef016085d696226:LJUIod91C7QtRrG3cfqGxePTrpWsWEqE	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 16:15:32	5e5319be63567929055e47af43573bc4:m6mIUxu4Bx0uzXZAFdjhNwy4huOz4KhC	Q1:閃亮文山．越夜越美麗	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	58.114.214.141
2018-04-30 16:15:42	89d70697b0390e1be69629e5440e62b4:p8ClmCom3EIwyw1MaCGCdse8DTMOaEFY	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.17
2018-04-30 16:15:49	0a22a7565f4c5091bcf9570e00726886:zP4ZLisuK6tBS5oAKGB3x5tNXpl676nP	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:16:07	e938325c5782a847557fac8d24c33ea6:OnuQyf3FLROZgSV29zc7fsDulD3b1GMQ	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	223.137.7.31
2018-04-30 16:16:09	dd5d0443e97445b5b5e9ffb4515b8aad:hD6UGGUpCw20EifdnBX5UsOnNQ6qsOhW	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	101.139.188.74
2018-04-30 16:16:15	e111a782a969bc9a6683ad99944037ee:YOV9KJEjKXOlztdIoU2dMmXLZJX26ccG	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.204
2018-04-30 16:16:17	ec717012a21fe294a1d45b213922745d:74OUwrCNV7q4x0fcyyswsvYW08pCYpWX	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 16:16:28	b360186d5e9e66460390eab37bb240c6:q1JfawtZ1uwoO73ANqCvSKIK33IKH8YA	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
