2018-04-24 04:48:31	111f4d6b06aa32399e3bc7008bdf6901:q3IzcyOgvhgzSOVbsHe94Qdf8gErc3NS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-24 19:39:49	34a4601ddb870a7fa97859f97cd1b307:Pu417REUE6WtSqQYK48opC73Ez1bG2jZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:40:08	35128b4545ab9cca594299156e2ae0f4:s8lOj6y6Lj3tLp37zEFj9aqOd781ZNSu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	49.159.100.17
2018-04-24 19:40:17	0a14ab12e5fcac17638b858f1f00ee4d:gj3NRIL3podbio2drW43U7IMXIlvyCmp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:40:34	78f5fdfde702a333adafbebd5427319b:UDBb5Ap9y3vqju6a8wekfnD8Cz1JHOU4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:40:46	7ed158fecafaba4b7206e41b0538c881:aEeqQUhs2jOPHtK5qWmda26Pve6YjqI9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:41:12	41e036c9a659d863367fa0646a344402:Fy35TEGGJx43vgc3O25NZ15azqb5sFWo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:41:23	276435092a121c3c85cf400f15ad7ff2:sySBUd7uaFc7tY9wurzMt0gpmfDL9tbe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 19:41:37	c1fdaf211113a42d2bd83360b816388b:icHhO4OMIMGifRThbw9hdaUWigOtUSVK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:42:04	5ce2a044c60f4aac9377e58b6a1746f4:8XmQD9Hm02omfqRNJPc2uLJHnCLC5JT5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.94
2018-04-24 19:42:40	c6a1e006c0709a49df64119fc1f6ce73:FygiDOniuoJahlCScbCZqSZQRXAbfVDI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.137.119
2018-04-24 19:45:36	7d9d35e1ef01648f056d83c8263d19f1:i7YlqbbM95nK4CRP7qMAFT5Hw15hAPXS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.225.85
2018-04-24 19:50:47	efd0bee3ba7cec7e36e15b0d7ba6816a:dARskYpj2GcO8ct9saQ3p9lg3rc9kTVi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.233.15
2018-04-24 19:51:19	842e55978bdcc3c263423e72550df4a9:KtTQtZ7kwf4X5EQ0OWw5ITNcL3aHeYBY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.42.12.234
2018-04-24 19:55:14	bc5edbb4153b1b9732574cf1506e20e0:IBBEkPli1oAFTpjTpQEamLF8XiOj04sw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:05:14	f04decacbdbcf9cb21d38f3db36f5d73:1NyWWB3nihxClwhypc8vTA1eLTzHGCAE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.242.99.2
2018-04-24 20:11:26	8b53f26b823d43a00e7ace135143410f:bUonS7obvId20JVMIlUrA02JojwGWWpn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.198.155
2018-04-24 20:14:04	cdf47c9da87892ae29adacf3dcde5e74:e9xnOXGwiLPJ6wMmCulYkiZ3rwhesdkV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	118.165.0.142
2018-04-24 20:16:25	0892d1906406363f6e30ac6db5832199:rfNxa29T28qdixpckC1fJp8YXRCTT304	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:17:41	1af2f208b99f3122dfbbbcae180dfe1c:QQEOyw8znG9UJ2bfMNgZvVjVsooJXj9P	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:18:50	b8271412bba9785a3c784c4b42fda720:Qi5OIVSJFSgg11IWP957WYbW15PI5EbD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:19:21	62c3c82f055fcc9d77b2cf41b93c2922:kb1s2GHXWlzhfuOfrcGN5ayGKZxnY1Ce	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	49.215.227.14
2018-04-24 20:20:03	2259119adbd674c443a9aeda99015f09:8TnsSco6ljctafNZ1nEFh0SkpBbxD8AH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:21:11	af48d0b2b8f0aeef23c07863cea094ff:zoDLuw4q3FenOuPebEkieoPS78MTlYCI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:22:17	8183091bee1072e113ed8834a82b31b3:Ds7q6onXXMPvka1gjN60BjI3MoSCNMxm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:22:46	bc3c72c2b1b87d2dbcbf8fda3de79bb3:nTo4SL24uFgvLScUR0tUc7tsJ9QUsUYy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	49.215.227.14
2018-04-24 20:23:06	194d562c63a0188b38e0f7c8372bce0c:x6nLA76jxdvsWPqQM26kH4afpkWmsnoP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:23:51	44db61faa637499c551e2e1effe3123e:uSYM9mFIxkXUTtdAwo22gM4ciQAnXAWa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:24:34	15bc922b9eaa1fbdf3fbf08e1d730d81:oL1G866TjMIOQULRXNzvwNMoR56pGCVt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:24:36	15642edb1c08b9812e959aa604391d25:kI5L9zdGSAAMQTdHaG9Mfq0TNSRSWb37	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:25:18	eca8fb52af6e220152f086a097a2adad:uqreOP8LRCGUQPxknvrwehRK5haYOMN3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:25:46	7cb7948f9fd6e263411f6bf9dec13371:YqgkgZapAGkVwesVLVPg2jA0u7jKwPbt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.140.83.41
2018-04-24 20:26:11	5d6c52c68589e41cdaab729b36487440:Xo0TaIlXZbToNOiTrg5PErtbEsn7evEL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:27:01	a767b2ef188f81f11f9257604498f95d:l7CbhgeLrmlspkeUs9WWLGaJRxdXFXAx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:27:36	ad86b45ae55d81b02bc27eafd376cd3e:H2yJEN8z342NXbl3zdeOUDRvIOAjfE8m	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	111.251.56.185
2018-04-24 20:28:16	002dae0b1f44ba4fb4b9f1a912483beb:EJ6lpE56D8KE9rPi1E3JaU1n5ag7nZnx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:28:32	fce64df7776b38bcbb81e00522286b90:B6P7ddfeyTtDXOlvbwZaCIUSo0PL69O1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:29:08	1fdeadbb8c51b78c11399c189875da47:TWEogqqIMlpGSRV2vMb8r7eh53G1w3uF	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:30:04	092261f694d87e383a118782141ae99c:GYpptGcvcRh408XuOjC4GiLaS7EM9Cc3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:30:13	b754374fcc181af297e560bb93b1643e:AZ2QSwLH4KPg7GHMNmiB9gIVneyqQR13	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:30:13	0b06e4c13a2f80d03250d07d6a5eeae7:9Cxfcoun7vdM42dbwhTPTsqPCYu9zS4p	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:30:54	db7ac9f8c738eed92e3c757e5d20efab:ow8efcqhhVObhXTyd4sCiQrBOUSZZrNl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:31:24	d753ef1262cf2737b14999246bf8dbc6:9tBDL3JS5OQWxTXdjJajrAQWPanWYjVP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:31:37	191a9e84ff71d7ffc3c910a383c9de6b:VymaBMdpuAh1gfxJCrEaKpsVXVzp7is9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:31:45	176d7c3a34d5c097e2b731f8955d6745:qCKKkJQNWZmI2ry4GnPcBHkq3SPoaWwq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:32:26	8467faedc8021212dacf26b4a2469bfd:qkBmsawBGcSqSKguk9auJw6kpHX1p9kD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:32:40	4e8edb164bbf2c97c3e51335479a4533:6xc3n4omogIVcOADfstMVLY2907o3WGa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:33:08	fe1de20745b6e3fbdc71e58a14a6daef:1BZp6RqTrHVYPd0kF2ZwgTXwv8alkcb1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:33:46	ab6dfdbbc67a89949b6b16acebb33509:dYXRywKrdCQMnFc4cmD5afEFYwOQOUOQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:34:22	44303e7eef27d2504421ca022f2e9987:tUreEc0LxgXMxnzK0s0YnCzn23je15RK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:34:23	937a838042ce120fa17b2f5460fe0005:YfL5guDO6hIh4bOT3jBIbuenOr4pgndi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:34:37	2bcf38d1c56f1b9f0723585131f7fc04:UyykXl3AwzGyTeMm6eYIX2wqIEDbDiuB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:35:18	8cfbe707d943c6b42bdf409e02fdea91:0KhCFoLTlhDRhgwyqHl5RpA2Khgit1wH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:35:28	5e54c0c11ca8cede37f6d16216c7ba25:87A2kdJH2Zk6MF9RefY5drWYDarZHDBo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:35:49	c0630b14fb78a0be9dc788f648e04852:BmEzshvzM6UYgoZybIqKn00xFryejQSf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:36:07	6f4016299eeb488bb65de8a178aca254:uXWD03FfcvpTFi7caWZQToW4AGy0vJDo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:36:22	105c2ad1f1607770116263d77915345d:R00JB91evqujMSf02OB8y8vwB6ClO96w	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:36:50	dd7a8547c70582479e1cafa52f98d16e:lLGLYosfYTj0ibIyOUIpruy1C6mTNaoq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:37:20	39aa2b5c68ca431d2604c804dcf59c1e:OOVHjz77SEuch1358fOSJjTiEXDzMOjU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:37:30	1a7f5dcc28f9566ffaf918bd3669e2db:kmOSFolWb0nUVeDCBpB2GawncAUMy0el	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:38:07	512895f7a0c5afcbe622241c56ec1ed2:hKCTaXHKR2htajZVPvLVBEZXx2fgY0k9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:38:22	3e3f2b855e4d165ac39a66ea9bb0afae:Yy2HbqHNZuADCHMCuYQbtKRmJWIoZ9Bb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.230.203.164
2018-04-24 20:39:00	dd3bc254a494ff24c4129546bd4ef25f:luW5EJtot04UHQuujFkHF883hsPmG0Ge	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:39:16	b211b83c9fb4dd3d93fa24a7f9e24ffb:JlkiB7sK5x1HUe266HUDFBxp8IdA23PJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:39:19	9977554ee062ddb1195cad6e01519a5b:fuuPEPzynyKTUTWKvuggQSnd9bbAsIEy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.78.157
2018-04-24 20:39:41	62efe67241847f9e125b2d2b7fbce5ef:PYe8tgT0wvlDDFAU5vq5pDchnTBXhddz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:40:24	46154b41cd32f21d9ae827c4a06f2f4a:fqJdFfvTa0fKaNCewRbEqiNoIycQkW7T	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:40:52	62362cf0ceb9961e1622456430d298a2:LkyqYUxq9An7Gf1VEFORSHFpij6L7LwI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:41:08	d5a36c11cfdff6f2b1503c7f5ea74e9d:kbEPZwfA6ZHbmqKuwUJACsoAs3frB6uB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:41:33	4f286e20998544f5cd5a9e9febe20d25:UW6gcOev8qav1omgerKv4zQWQ31d313x	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.77.78.157
2018-04-24 20:42:28	5db48aaf8e14944547eed85a8390aa01:BqzSkLoK8Ih6XpsvRC4LlzpAptu8TcTg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:42:40	8de686221b11c62641af1361eff2617b:sUA0XydHrlk7KqkJ0xBdW3vNGL0Hc07g	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
2018-04-24 20:42:57	6fdc1174cce8ad321ca5b7deead504b6:nKRK079Adzv5HSoRH9zYTGzvMUTkXQ3N	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.77.78.157
2018-04-24 20:43:02	7205597dae1e81bdd435017cbc320c01:Y08EHoa6mrhEkqGD7aa779S2THg4Z8oi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	123.192.149.227
2018-04-24 20:43:14	f79cf79047c154b2dc81b53287fe10ed:eI1fn1q8kk3fadKMKSP1RVsxm3LOyCCk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:43:57	1cc3d1e483d72f4700d281b38833d856:MCCUJ09VquwuPuyAAtrbEvyvpEZBGYWU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	211.74.14.108
2018-04-24 20:44:23	d0cd5cdb01b322c6fef04b57a7b76e96:JqGnklEUPlVIelqooWCwy1gQZUzbFdAk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.227.14
